Event name,Event location,Event start date,Event start time,Event timezone,Tickets sold,Paid tickets sold,Complimentary tickets sold,Add-ons sold,Currency,Gross sales,Eventbrite service fee,Eventbrite payment processing fee,Eventbrite tax,Organizer tax,Royalty,Ticket revenue,Add-ons revenue,Ticket + add-ons revenue,Net sales
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-08,12:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-11,18:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-12,18:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-15,12:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-18,18:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-19,18:00:00,America/New_York,14,0,14,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-22,12:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-25,18:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-26,18:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-11-29,12:00:00,America/New_York,27,0,27,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-02,18:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-03,18:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-06,12:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-09,18:00:00,America/New_York,15,0,15,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-10,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-13,12:00:00,America/New_York,30,0,30,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-17,18:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-20,12:00:00,America/New_York,29,0,29,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-23,18:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-27,12:00:00,America/New_York,30,0,30,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2025-12-30,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-03,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-04,13:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-06,18:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-07,18:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-10,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-11,13:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-13,18:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-14,18:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-17,12:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-18,13:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-20,18:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-21,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-24,12:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-25,13:00:00,America/New_York,0,0,0,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-27,18:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-28,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-01-31,12:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-01,13:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-03,18:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-04,18:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-07,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-08,13:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-10,18:00:00,America/New_York,21,0,21,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-11,18:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-14,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-15,13:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-16,18:00:00,America/New_York,16,0,16,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-16,19:00:00,America/New_York,8,0,8,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-17,18:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-18,18:00:00,America/New_York,11,0,11,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-21,12:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-22,13:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-24,18:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-02-28,12:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-01,13:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-04,18:00:00,America/New_York,15,0,15,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-04,19:00:00,America/New_York,8,0,8,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-05,18:00:00,America/New_York,11,0,11,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-07,12:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-08,13:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-10,18:00:00,America/New_York,21,0,21,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-11,18:00:00,America/New_York,15,0,15,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-14,12:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-15,13:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-17,18:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-18,18:00:00,America/New_York,10,0,10,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-21,12:00:00,America/New_York,15,0,15,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-22,13:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-24,18:00:00,America/New_York,6,0,6,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-25,18:00:00,America/New_York,12,0,12,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-28,12:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-29,13:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-03-31,18:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-01,18:00:00,America/New_York,15,0,15,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-01,19:00:00,America/New_York,7,0,7,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-02,18:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-04,12:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-05,13:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-07,18:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-08,18:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-11,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-12,13:00:00,America/New_York,21,0,21,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-14,18:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-15,18:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-18,12:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-19,13:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-21,18:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-22,18:00:00,America/New_York,16,0,16,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-25,12:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-26,13:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-28,18:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-04-29,18:00:00,America/New_York,20,0,20,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-02,12:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-03,13:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-05,18:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-05,19:00:00,America/New_York,15,0,15,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-09,12:00:00,America/New_York,22,0,22,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-10,13:00:00,America/New_York,21,0,21,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-12,18:00:00,America/New_York,17,0,17,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-13,18:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-16,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-19,18:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-20,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-23,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-24,13:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-26,18:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-05-27,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-02,18:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-03,18:00:00,America/New_York,14,0,14,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-04,18:00:00,America/New_York,13,0,13,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-07,13:00:00,America/New_York,23,0,23,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-09,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-10,18:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-11,18:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-13,12:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-14,13:00:00,America/New_York,24,0,24,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-16,18:00:00,America/New_York,14,0,14,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-17,18:00:00,America/New_York,19,0,19,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-18,18:00:00,America/New_York,9,0,9,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-21,13:00:00,America/New_York,25,0,25,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-23,18:00:00,America/New_York,5,0,5,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-24,18:00:00,America/New_York,4,0,4,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-25,18:00:00,America/New_York,4,0,4,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-27,12:00:00,America/New_York,18,0,18,0,USD,0,0,0,0,0,0,0,0,0,0
Free Adult Indoor Beach Volleyball Classes!,QBK Sports,2026-06-28,13:00:00,America/New_York,3,0,3,0,USD,0,0,0,0,0,0,0,0,0,0
TOTALS,,,,,7105,0,7105,0,,0,0,0,0,0,0,0,0,0,0
